dia;mes;año;Fecha;Regíon;Volcan;Hora reporte;Hora evento;Tipo de evento;ML;DR [cm2];Prof (km);Tiempo en genarar el reporte;Comentarios;Nivel de alerta;REAV y enlace a documento;;;;;;;;;
29;8;2019;29-08-2019;Región de Ñuble;Nevados de Chillán;02:00;01:28;LP y EX;-;600;1,3;00:32;-;Naranja;REAV Región de Ñuble, 29 agosto de 2019, 02:00 (Horario Local);;;;;;;;;
30;8;2019;30-08-2019;Región de Ñuble;Nevados de Chillán;02:45;02:18;LP y EX;-;538;0,6;00:27;-;Naranja;REAV Región de Ñuble, 30 agosto de 2019, 02:45 (Horario Local);;;;;;;;;
30;8;2019;30-08-2019;Región de Ñuble;Nevados de Chillán;20:40;20:25;LP y EX;-;510;0,3;00:15;-;Naranja;REAV Región de Ñuble, 30 agosto de 2019, 20:40 (Horario Local);;;;;;;;;
31;8;2019;31-08-2019;Región de Ñuble;Nevados de Chillán;20:30;20:20;LP y EX;-;570 520;0.5 0.6;00:10;Se registran 2 explosiones, la mayor de 570 cm*cm.;Naranja;REAV Región de Ñuble, 31 agosto de 2019, 20:30 (Horario Local);;;;;;;;;
1;9;2019;01-09-2019;Región de Ñuble;Nevados de Chillán;09:30;08:54;LP y EX;-;700 620 580;0,5 0,6 0,9;00:36;Se registran 3 explosiones, la mayor de 700 cm*cm.;Naranja;REAV Región de Ñuble, 01 septiembre de 2019, 09:30 (Horario Local);;;;;;;;;
1;9;2019;01-09-2019;Región de Ñuble;Nevados de Chillán;12:15;12:03;LP y EX;-;560;0,6;00:12;-;Naranja;REAV Región de Ñuble, 01 septiembre de 2019, 12:15 (Horario Local);;;;;;;;;
1;9;2019;01-09-2019;Región de Ñuble;Nevados de Chillán;13:05;12:51;LP y EX;-;630;1,3;00:14;-;Naranja;REAV Región de Ñuble, 01 septiembre de 2019, 13:05 (Horario Local);;;;;;;;;
1;9;2019;01-09-2019;Región de Ñuble;Nevados de Chillán;18:45;18:32;LP y EX;-;740;1,3;00:13;-;Naranja;REAV Región de Ñuble, 01 septiembre de 2019, 18:45 (Horario Local);;;;;;;;;
2;9;2019;02-09-2019;Región de Ñuble;Nevados de Chillán;22:50;22:30;LP y EX;-;637;1;00:20;-;Naranja;REAV Región de Ñuble, 02 septiembre de 2019, 22:50 (Horario Local);;;;;;;;;
3;9;2019;03-09-2019;Región de Ñuble;Nevados de Chillán;02:05;01:40;LP y EX;-;673;0,9;00:25;Se observa incandescencia asociada a la emisión de gases y material piroclastico de alta temperatura.;Naranja;REAV Región de Ñuble, 03 septiembre de 2019, 02:05 (Horario Local);;;;;;;;;
3;9;2019;03-09-2019;Región de Ñuble;Nevados de Chillán;04:15;03:57;LP y EX;-;553;0,5;00:18;Se observa incandescencia asociada a la emisión de gases y material piroclastico de alta temperatura.;Naranja;REAV Región de Ñuble, 03 septiembre de 2019, 04:15 (Horario Local);;;;;;;;;
3;9;2019;03-09-2019;Región de Ñuble;Nevados de Chillán;15:45;15:13;LP y EX;-;627;0,5;00:32;-;Naranja;REAV Región de Ñuble, 03 septiembre de 2019, 15:45 (Horario Local);;;;;;;;;
3;9;2019;03-09-2019;Región de Ñuble;Nevados de Chillán;19:30;19:03;LP y EX;-;578;1,9;00:27;Se observa incandescencia asociada a la emisión de gases y material piroclastico de alta temperatura.;Naranja;REAV Región de Ñuble, 03 septiembre de 2019, 19:30 (Horario Local);;;;;;;;;
4;9;2019;04-09-2019;Región de Ñuble;Nevados de Chillán;05:30;04:34;LP y EX;-;800 635 719;0,5;00:56;Se registran 3 explosiones, la mayor de 800 cm*cm. Se observa incandescencia asociada a la emisión de gases y material piroclastico de alta temperatura.;Naranja;REAV Región de Ñuble, 04 septiembre de 2019, 05:30 (Horario Local);;;;;;;;;
4;9;2019;04-09-2019;Región de Ñuble;Nevados de Chillán;10:20;10:02;LP y EX;-;536;1,4;00:18;-;Naranja;REAV Región de Ñuble, 04 septiembre de 2019, 10:20 (Horario Local);;;;;;;;;
4;9;2019;04-09-2019;Región de Ñuble;Nevados de Chillán;14:20;13:57;LP y EX;-;788;0,2;00:23;Se observa emisión de gases y MP, el cual quedo depositado en las cercanias del cráter activo.;Naranja;REAV Región de Ñuble, 04 septiembre de 2019, 14:20 (Horario Local);;;;;;;;;
4;9;2019;04-09-2019;Región de Ñuble;Nevados de Chillán;22:45;22:23;LP y EX;-;588;0,3;00:22;Se observa emisión de gases y MP, el cual quedo depositado en las cercanias del cráter activo.;Naranja;REAV Región de Ñuble, 04 septiembre de 2019, 22:45 (Horario Local);;;;;;;;;
5;9;2019;05-09-2019;Región de Ñuble;Nevados de Chillán;01:10;00:42;LP y EX;-;598;3,6;00:28;Se observa emisión de gases y MP, el cual quedo depositado en las cercanias del cráter activo.;Naranja;REAV Región de Ñuble, 05 septiembre de 2019, 01:10 (Horario Local);;;;;;;;;
5;9;2019;05-09-2019;Región de Ñuble;Nevados de Chillán;12:01;11:48;LP y EX;-;510;2,9;00:13;-;Naranja;REAV Región de Ñuble, 05 septiembre de 2019, 12:01 (Horario Local);;;;;;;;;
5;9;2019;05-09-2019;Región de Ñuble;Nevados de Chillán;23:15;22:35;LP y EX;-;760;0,3;00:40;Se observa emisión de gases y MP, el cual quedo depositado en las cercanias del cráter activo.;Naranja;REAV Región de Ñuble, 05 septiembre de 2019, 23:15 (Horario Local);;;;;;;;;
6;9;2019;06-09-2019;Región de Ñuble;Nevados de Chillán;08:20;07:52;LP y EX;-;770;0,2;00:28;-;Naranja;REAV Región de Ñuble, 06 septiembre de 2019, 08:20 (Horario Local);;;;;;;;;
6;9;2019;06-09-2019;Región de Ñuble;Nevados de Chillán;11:00;10:16;LP y EX;-;501;0,5;00:44;-;Naranja;REAV Región de Ñuble, 06 septiembre de 2019, 11:00 (Horario Local);;;;;;;;;
6;9;2019;06-09-2019;Región de Ñuble;Nevados de Chillán;18:00;16:51;LP y EX;-;604;0,6;01:09;-;Naranja;REAV Región de Ñuble, 06 septiembre de 2019, 18:00 (Horario Local);;;;;;;;;
8;9;2019;08-09-2019;Región de La Araucanía y Los Ríos;Villarrica;20:20;-;-;-;-;-;- ;Desde las 00:30 HL se registra un aumento de 20 a 40 eventos LP por hora, y a las 10:30 HL se evidencia un nuevo cambio, cesando la actividad LP para evolucionar a señales TR bandeado, con DR máx de 27,3 cm*cm. Esto se asocia a la presencia de un lago de lava más cercano a la superficie, generando explosiones menores con proyección de balísticos. ;Amarilla;REAV Región de La Araucanía y Los Ríos, 08 septiembre de 2019, 20:20 (Horario Local);;;;;;;;;
9;9;2019;09-09-2019;Región del Biobío;Copahue;17:15;-;-;-;-;-;- ;A las 12:50 se registra un aumento en la amplitud del tremor continuo, con un DR máx de 2,5 cm*cm.;Amarilla;REAV Región del Biobío, 09 septiembre de 2019, 17:15 (Horario Local);;;;;;;;;
9;9;2019;09-09-2019;Región de La Araucanía y Los Ríos;Villarrica;18:30;-;-;-;-;-;- ;Desde el REAV anterior, la actividad ha ido en aumento, lo que sugiere una mayor inestabilidad del sistema magmático. La sismicidad tipo TR sigue presentando alta energía, lo que se correlaciona con cambios en la actividad superficial, lo que podria evolucionar a un evento eruptivo mayor. Se cambia a alerta NARANJA.;Naranja;REAV Región de La Araucanía y Los Ríos, 09 septiembre de 2019, 18:30 (Horario Local);;;;;;;;;
10;9;2019;10-09-2019;Región de La Araucanía y Los Ríos;Villarrica;01:30;-;-;-;-;-;- ;Durante las ultimas horas se registra una variacion importante en el registro de señales acústicas, alcanzando aprox. 50 eventos por hora, con un valor máx. de 18 pascales reducidos, lo que se correlaciona con explosiones menores a nivel del cráter. Debido a condiciones meteorológicas, no fue posible visualizar el cráter del volcán.;Naranja;REAV Región de La Araucanía y Los Ríos, 10 septiembre de 2019, 01:30 (Horario Local);;;;;;;;;
10;9;2019;10-09-2019;Región de Ñuble;Nevados de Chillán;07:50;07:12;LP y EX;-;634;2,7;00:38;-;Naranja;REAV Región de Ñuble, 10 septiembre de 2019, 07:50 (Horario Local);;;;;;;;;
10;9;2019;10-09-2019;Región de Ñuble;Nevados de Chillán;21:55;21:26;LP y EX;-;628;0,6;00:29;A pesar de condiciones meteorologicas desfavorables, a los minutos se logro observar material incancesente alrededor del cráter activo.;Naranja;REAV Región de Ñuble, 10 septiembre de 2019, 21:55 (Horario Local);;;;;;;;;
10;9;2019;10-09-2019;Región de Ñuble;Nevados de Chillán;23:30;23:09;LP y EX;-;716;0,4;00:21;-;Naranja;REAV Región de Ñuble, 10 septiembre de 2019, 23:30 (Horario Local);;;;;;;;;
11;9;2019;11-09-2019;Región de Ñuble;Nevados de Chillán;02:40;02:16;LP y EX;-;866;0,5;00:24;Se observa emisión de gases y MP, el cual quedo depositado en las cercanias del cráter activo.;Naranja;REAV Región de Ñuble, 11 septiembre de 2019, 02:40 (Horario Local);;;;;;;;;
11;9;2019;11-09-2019;Región de Ñuble;Nevados de Chillán;07:30;07:12;LP y EX;-;898;0,5;00:18;-;Naranja;REAV Región de Ñuble, 11 septiembre de 2019, 07:30 (Horario Local);;;;;;;;;
12;9;2019;12-09-2019;Región del Biobío;Copahue;16:00;-;-;-;-;-;- ;Desde el día de ayer se han registrado eventos LP de baja energía que se correlacionan con señales de infrasonido, asociados con actividad superficial a nivel del cráter a través de explosiones de magnitud menor, con emisión de gases y cenizas, generando columnas de baja altura.;Amarilla;REAV Región del Biobío, 12 septiembre de 2019, 16:00 (Horario Local);;;;;;;;;
17;9;2019;17-09-2019;Región de Ñuble;Nevados de Chillán;09:15;08:35;VT;3,1;-;4,2;00:40;-;Naranja;REAV Región de Ñuble, 17 septiembre de 2019, 09:15 (Horario Local);;;;;;;;;
18;9;2019;18-09-2019;Región de Ñuble;Nevados de Chillán;18:30;17:47;LP y EX;-;663;0,5;00:43;-;Naranja;REAV Región de Ñuble, 18 septiembre de 2019, 18:30 (Horario Local);;;;;;;;;
18;9;2019;18-09-2019;Región de Ñuble;Nevados de Chillán;20:40;20:15;LP y EX;-;572;1,1;00:25;-;Naranja;REAV Región de Ñuble, 18 septiembre de 2019, 20:40 (Horario Local);;;;;;;;;
19;9;2019;19-09-2019;Región de Ñuble;Nevados de Chillán;03:50;03:25;LP y EX;-;550;1,4;00:25;Se observa emisión de gases y MP, el cual quedo depositado en las cercanias del cráter activo.;Naranja;REAV Región de Ñuble, 19 septiembre de 2019, 03:50 (Horario Local);;;;;;;;;
19;9;2019;19-09-2019;Región de Ñuble;Nevados de Chillán;07:20;07:00;LP y EX;-;578;1,5;00:20;Se observa emisión de gases y MP, el cual quedo depositado en las cercanias del cráter activo.;Naranja;REAV Región de Ñuble, 19 septiembre de 2019, 07:20 (Horario Local);;;;;;;;;
19;9;2019;19-09-2019;Región de Ñuble;Nevados de Chillán;13:30;12:51;LP y EX;-;648;0,4;00:39;La explosión produjo una columna de gases y MP de baja altura (150 m).;Naranja;REAV Región de Ñuble, 19 septiembre de 2019, 13:30 (Horario Local);;;;;;;;;
19;9;2019;19-09-2019;Región de Ñuble;Nevados de Chillán;17:30;16:49;LP y EX;-;602;0,8;00:41;La explosión produjo una columna de gases y MP de baja altura (100 m).;Naranja;REAV Región de Ñuble, 19 septiembre de 2019, 17:30 (Horario Local);;;;;;;;;
20;9;2019;20-09-2019;Región de Ñuble;Nevados de Chillán;11:15;10:50;LP y EX;-;559;0,6;00:25;La explosión produjo una columna de gases y MP de baja altura (800 m).;Naranja;REAV Región de Ñuble, 20 septiembre de 2019, 11:15 (Horario Local);;;;;;;;;
20;9;2019;20-09-2019;Región de Ñuble;Nevados de Chillán;21:35;21:07;LP y EX;-;666;2,5;00:28;La explosión produjo una columna de gases y MP de baja altura.;Naranja;REAV Región de Ñuble, 20 septiembre de 2019, 21:35 (Horario Local);;;;;;;;;
20;9;2019;20-09-2019;Región de Ñuble;Nevados de Chillán;23:30;23:04;LP y EX;-;590;3,7;00:26;La explosión produjo una columna de gases y MP de baja altura.;Naranja;REAV Región de Ñuble, 20 septiembre de 2019, 23:30 (Horario Local);;;;;;;;;
21;9;2019;21-09-2019;Región de Ñuble;Nevados de Chillán;01:20;01:04;LP y EX;-;616;3,1;00:16;La explosión produjo una columna de gases y MP de baja altura.;Naranja;REAV Región de Ñuble, 21 septiembre de 2019, 01:20 (Horario Local);;;;;;;;;
21;9;2019;21-09-2019;Región de Ñuble;Nevados de Chillán;07:45;07:30;LP y EX;-;730;1,5;00:15;La explosión produjo una columna de gases y MP de baja altura.;Naranja;REAV Región de Ñuble, 21 septiembre de 2019, 07:45 (Horario Local);;;;;;;;;
21;9;2019;21-09-2019;Región de Ñuble;Nevados de Chillán;20:55;20:22;LP y EX;-;531;0,6;00:33;La explosión produjo una columna de gases y MP de baja altura.;Naranja;REAV Región de Ñuble, 21 septiembre de 2019, 20:55 (Horario Local);;;;;;;;;
22;9;2019;22-09-2019;Región de Ñuble;Nevados de Chillán;01:30;01:05;LP y EX;-;506;0,5;00:25;La explosión produjo una columna de gases y MP de baja altura.;Naranja;REAV Región de Ñuble, 22 septiembre de 2019, 01:30 (Horario Local);;;;;;;;;
24;9;2019;24-09-2019;Región de Ñuble;Nevados de Chillán;00:30;00:09;LP y EX;-;500;0,4;00:21;La explosión produjo una columna de gases y MP de baja altura.;Naranja;REAV Región de Ñuble, 24 septiembre de 2019, 00:30 (Horario Local);;;;;;;;;
24;9;2019;24-09-2019;Región de Ñuble;Nevados de Chillán;06:40;06:17;LP y EX;-;562;0,4;00:23;La explosión produjo una columna de gases y MP de baja altura.;Naranja;REAV Región de Ñuble, 24 septiembre de 2019, 06:40 (Horario Local);;;;;;;;;
24;9;2019;24-09-2019;Región de Ñuble;Nevados de Chillán;14:30;-;-;-;-;-;- ;Desde el día 23 se ha pronosticado un cambio en la dirección del viento (viento puelche), generando caída de ceniza en las localidades de hasta 15 km al oeste del centro de emisión.;Naranja;REAV Región de Ñuble, 24 septiembre de 2019, 14:30 (Horario Local);;;;;;;;;
24;9;2019;24-09-2019;Región de Ñuble;Nevados de Chillán;16:00;15:38;LP y EX;-;513;0,6;00:22;La explosión produjo una columna de gases y MP de baja altura (600 m).;Naranja;REAV Región de Ñuble, 24 septiembre de 2019, 16:00 (Horario Local);;;;;;;;;
27;9;2019;27-09-2019;Región de Ñuble;Nevados de Chillán;04:25;03:50;VT;3,1;-;3,7;00:35;-;Naranja;REAV Región de Ñuble, 27 septiembre de 2019, 04:25 (Horario Local);;;;;;;;;
29;9;2019;29-09-2019;Región del Biobío;Copahue;14:35;13:25;VT;3,1;-;1,7;01:10;Se registran 8 replicas menores. ;Amarilla;REAV Región del Biobío, 29 septiembre de 2019, 14:35 (Horario Local);;;;;;;;;
30;9;2019;30-09-2019;Región del Biobío;Copahue;19:15;-;LP;-;5529 2824 763;0,5;- ;Se registran 3 sismos LP con altas energías, localizados aprox. A 5,8 km al NE del cráter El Agrio. Además, se registra abundante sismicidad VT, de magnitudes menores, localizados en el mismo sector. El evento VT mayor tuvo una ML igual a 3,5. Se cambia la alerta a NARANJA.;Naranja;REAV Región del Biobío, 30 septiembre de 2019, 19:15 (Horario Local);;;;;;;;;
30;9;2019;30-09-2019;Región de Ñuble;Nevados de Chillán;23:31;23:31;LP y EX;-;1326;2,7;00:00;señal acustica de 323 Pa reducidos. ;Naranja;REAV Región de Ñuble, 30 septiembre de 2019, 23:31 (Horario Local);;;;;;;;;
30;9;2019;30-09-2019;Región del Biobío;Copahue;23:55;23:40;VT;3,1;-;0,5;00:15;-;Naranja;REAV Región del Biobío, 30 septiembre de 2019, 23:55 (Horario Local);;;;;;;;;
1;10;2019;01-10-2019;Región del Biobío;Copahue;07:00;06:28;VT;3,7;-;4,6;00:32;Al emitir este reporte, se han registrado otros 14 eventos de menor energía, con ML máximas de 2,4.;Naranja;REAV Región del Biobío, 01 octubre de 2019, 07:00 (Horario Local);;;;;;;;;
1;10;2019;01-10-2019;Región de Ñuble;Nevados de Chillán;07:15;07:06;LP y EX;-;706;1,5;00:09;-;Naranja;REAV Región de Ñuble, 01 octubre de 2019, 07:15 (Horario Local);;;;;;;;;
1;10;2019;01-10-2019;Región del Biobío;Copahue;11:10;-;-;-;-;-;- ;Durante este año se han registrado dos procesos en desarrollo en el volcán. El primero que llevo al cambio de alerta a Amarilla en el mes de abril, relacionado con emisión de una  columna grisacea y explosiones menores a nivel del cráter. Mientras que el proceso informado ayer, en el REAV del cambio de alerta a naranja, podría estar influenciado por la transmision de esfuerzos dinámicos generados por el sismo tectónico ocurrido en Constitución, el día 29 de septiembre (ML 6,6).;Naranja;REAV Región del Biobío, 01 octubre de 2019, 11:10 (Horario Local);;;;;;;;;
2;10;2019;02-10-2019;Región de Ñuble;Nevados de Chillán;14:00;13:46;LP y EX;-;647;2,2;00:14;-;Naranja;REAV Región de Ñuble, 02 octubre de 2019, 14:00 (Horario Local);;;;;;;;;
2;10;2019;02-10-2019;Región de Ñuble;Nevados de Chillán;19:00;18:41;LP y EX;-;579;1,9;00:19;-;Naranja;REAV Región de Ñuble, 02 octubre de 2019, 19:00 (Horario Local);;;;;;;;;
6;10;2019;06-10-2019;Región de Ñuble;Nevados de Chillán;08:05;07:47;LP y EX;-;1723;1,5;00:18;señal acustica de 65 Pa reducidos. ;Naranja;REAV Región de Ñuble, 06 octubre de 2019, 08:05 (Horario Local);;;;;;;;;
6;10;2019;06-10-2019;Región de Ñuble;Nevados de Chillán;14:35;14:12;LP y EX;-;760;1,9;00:23;-;Naranja;REAV Región de Ñuble, 06 octubre de 2019, 14:35 (Horario Local);;;;;;;;;
6;10;2019;06-10-2019;Región de Ñuble;Nevados de Chillán;17:05;16:47;LP y EX;-;746;0,6;00:18;-;Naranja;REAV Región de Ñuble, 06 octubre de 2019, 17:05 (Horario Local);;;;;;;;;
8;10;2019;08-10-2019;Región de Ñuble;Nevados de Chillán;20:15;19:55;LP y EX;-;539;0,3;00:20;-;Naranja;REAV Región de Ñuble, 08 octubre de 2019, 20:15 (Horario Local);;;;;;;;;
9;10;2019;09-10-2019;Región de Ñuble;Nevados de Chillán;07:20;07:05;LP y EX;-;659;0,5;00:15;-;Naranja;REAV Región de Ñuble, 09 octubre de 2019, 07:20 (Horario Local);;;;;;;;;
9;10;2019;09-10-2019;Región de Ñuble;Nevados de Chillán;08:35;08:20;LP y EX;-;522;0,3;00:15;-;Naranja;REAV Región de Ñuble, 09 octubre de 2019, 08:35 (Horario Local);;;;;;;;;
9;10;2019;09-10-2019;Región de Ñuble;Nevados de Chillán;11:50;11:29;LP y EX;-;528;0,6;00:21;-;Naranja;REAV Región de Ñuble, 09 octubre de 2019, 11:50 (Horario Local);;;;;;;;;
9;10;2019;09-10-2019;Región de Ñuble;Nevados de Chillán;19:10;18:53;LP y EX;-;507;0,4;00:17;-;Naranja;REAV Región de Ñuble, 09 octubre de 2019, 19:10 (Horario Local);;;;;;;;;
9;10;2019;09-10-2019;Región de Ñuble;Nevados de Chillán;19:35;19:12;LP y EX;-;501;0,4;00:23;-;Naranja;REAV Región de Ñuble, 09 octubre de 2019, 19:35 (Horario Local);;;;;;;;;
9;10;2019;09-10-2019;Región de Ñuble;Nevados de Chillán;22:55;22:27;LP y EX;-;678 549;1,7 0,9;00:28;Se registran 2 explosiones, la primera con un DR de 678 cm*cm y la segunda de 549 cm*cm.;Naranja;REAV Región de Ñuble, 09 octubre de 2019, 22:55 (Horario Local);;;;;;;;;
9;10;2019;09-10-2019;Región de Ñuble;Nevados de Chillán;23:25;23:01;LP y EX;-;546;0,3;00:24;-;Naranja;REAV Región de Ñuble, 09 octubre de 2019, 23:25 (Horario Local);;;;;;;;;
10;10;2019;10-10-2019;Región de Ñuble;Nevados de Chillán;00:10;23:46;LP y EX;-;597;0,2;00:24;-;Naranja;REAV Región de Ñuble, 10 octubre de 2019, 00:10 (Horario Local);;;;;;;;;
10;10;2019;10-10-2019;Región de Ñuble;Nevados de Chillán;02:00;01:41;LP y EX;-;573;1,2;00:19;-;Naranja;REAV Región de Ñuble, 10 octubre de 2019, 02:00 (Horario Local);;;;;;;;;
11;10;2019;11-10-2019;Región de Ñuble;Nevados de Chillán;01:15;00:41;LP y EX;-;540 603;0,2 0,8;00:34;Se registran 2 explosiones, la primera con un DR de 540 cm*cm y la segunda de 603 cm*cm.;Naranja;REAV Región de Ñuble, 11 octubre de 2019, 01:15 (Horario Local);;;;;;;;;
11;10;2019;11-10-2019;Región de Ñuble;Nevados de Chillán;01:50;01:29;LP y EX;-;517;0,7;00:21;-;Naranja;REAV Región de Ñuble, 11 octubre de 2019, 01:50 (Horario Local);;;;;;;;;
11;10;2019;11-10-2019;Región de Ñuble;Nevados de Chillán;04:20;04:06;LP y EX;-;672;3,3;00:14;-;Naranja;REAV Región de Ñuble, 11 octubre de 2019, 04:20 (Horario Local);;;;;;;;;
11;10;2019;11-10-2019;Región de Ñuble;Nevados de Chillán;08:15;07:54;LP y EX;-;576;0,3;00:21;-;Naranja;REAV Región de Ñuble, 11 octubre de 2019, 08:15 (Horario Local);;;;;;;;;
11;10;2019;11-10-2019;Región de Ñuble;Nevados de Chillán;12:45;-;-;-;-;-;- ;Se observa, mediante imágenes satelitales, la formación de un nuevo centro de emisión al SE del antiguo, el cual también se encuentra activo.;Naranja;REAV Región de Ñuble, 11 octubre de 2019, 12:45 (Horario Local);;;;;;;;;
11;10;2019;11-10-2019;Región de Ñuble;Nevados de Chillán;16:15;16:06;LP y EX;-;685;0,6;00:09;-;Naranja;REAV Región de Ñuble, 11 octubre de 2019, 16:15 (Horario Local);;;;;;;;;
11;10;2019;11-10-2019;Región de Ñuble;Nevados de Chillán;22:45;22:36;LP y EX;-;576;0,4;00:09;-;Naranja;REAV Región de Ñuble, 11 octubre de 2019, 22:45 (Horario Local);;;;;;;;;
12;10;2019;12-10-2019;Región de Ñuble;Nevados de Chillán;05:55;05:37;LP y EX;-;516;0,9;00:18;-;Naranja;REAV Región de Ñuble, 12 octubre de 2019, 05:55 (Horario Local);;;;;;;;;
14;10;2019;14-10-2019;Región de Ñuble;Nevados de Chillán;07:05;06:52;LP y EX;-;770;0,9;00:13;-;Naranja;REAV Región de Ñuble, 14 octubre de 2019, 07:05 (Horario Local);;;;;;;;;
14;10;2019;14-10-2019;Región de Ñuble;Nevados de Chillán;10:20;10:06;LP y EX;-;580;0,8;00:14;-;Naranja;REAV Región de Ñuble, 14 octubre de 2019, 10:20 (Horario Local);;;;;;;;;
14;10;2019;14-10-2019;Región de Ñuble;Nevados de Chillán;18:35;18:20;LP y EX;-;970;1,2;00:15;-;Naranja;REAV Región de Ñuble, 14 octubre de 2019, 18:35 (Horario Local);;;;;;;;;
14;10;2019;14-10-2019;Región de Ñuble;Nevados de Chillán;20:55;20:42;LP y EX;-;1730;2,3;00:13;-;Naranja;REAV Región de Ñuble, 14 octubre de 2019, 20:55 (Horario Local);;;;;;;;;
18;10;2019;18-10-2019;Región de Ñuble;Nevados de Chillán;10:50;10:37;LP y EX;-;554;0,5;00:13;-;Naranja;REAV Región de Ñuble, 18 octubre de 2019, 10:50 (Horario Local);;;;;;;;;
18;10;2019;18-10-2019;Región de Ñuble;Nevados de Chillán;13:30;13:14;LP y EX;-;530;0,8;00:16;-;Naranja;REAV Región de Ñuble, 18 octubre de 2019, 13:30 (Horario Local);;;;;;;;;
21;10;2019;21-10-2019;Región de Ñuble;Nevados de Chillán;07:15;06:52;LP y EX;-;604;0,4;00:23;-;Naranja;REAV Región de Ñuble, 21 octubre de 2019, 07:15 (Horario Local);;;;;;;;;
21;10;2019;21-10-2019;Región de Ñuble;Nevados de Chillán;19:10;18:53;LP y EX;-;640;0,2;00:17;-;Naranja;REAV Región de Ñuble, 21 octubre de 2019, 19:10 (Horario Local);;;;;;;;;
22;10;2019;22-10-2019;Región del Biobío;Copahue;19:00;18:33;VT;3,3;-;0,5;00:27;Se registran eventos de menor energía asociados a la misma fuente sísmica.;Amarilla;REAV Región del Biobío, 22 octubre de 2019, 19:00 (Horario Local);;;;;;;;;
23;10;2019;23-10-2019;Región de Ñuble;Nevados de Chillán;15:50;15:35;LP y EX;-;1282;1,6;00:15;Señal acústica de 109 Pa reducidos. ;Naranja;REAV Región de Ñuble, 23 octubre de 2019, 15:50 (Horario Local);;;;;;;;;
23;10;2019;23-10-2019;Región de Ñuble;Nevados de Chillán;20:20;19:59;LP y EX;-;688;1,7;00:21;Señal acústica de 9,8 Pa reducidos.;Naranja;REAV Región de Ñuble, 23 octubre de 2019, 20:20 (Horario Local);;;;;;;;;
23;10;2019;23-10-2019;Región de Ñuble;Nevados de Chillán;23:40;23:20;LP y EX;-;1290;1,3;00:20;Señal acústica de 55 Pa reducidos. ;Naranja;REAV Región de Ñuble, 23 octubre de 2019, 23:40 (Horario Local);;;;;;;;;
24;10;2019;24-10-2019;Región de Ñuble;Nevados de Chillán;04:05;03:33;LP y EX;-;956;1,5;00:32;Señal acústica de 50 Pa reducidos. ;Naranja;REAV Región de Ñuble, 24 octubre de 2019, 04:05 (Horario Local);;;;;;;;;
24;10;2019;24-10-2019;Región de Ñuble;Nevados de Chillán;07:05;06:43;LP y EX;-;1001;1,7;00:22;Señal acústica de 11,2 Pa reducidos. ;Naranja;REAV Región de Ñuble, 24 octubre de 2019, 07:05 (Horario Local);;;;;;;;;
24;10;2019;24-10-2019;Región de Ñuble;Nevados de Chillán;10:10;09:44;LP y EX;-;1070;0,3;00:26;Señal acústica de 15 Pa reducidos. ;Naranja;REAV Región de Ñuble, 24 octubre de 2019, 10:10 (Horario Local);;;;;;;;;
24;10;2019;24-10-2019;Región de Ñuble;Nevados de Chillán;17:20;17:06;LP y EX;-;1265;0,4;00:14;Señal acústica de 6 Pa reducidos.;Naranja;REAV Región de Ñuble, 24 octubre de 2019, 17:20 (Horario Local);;;;;;;;;
29;10;2019;29-10-2019;Región de Ñuble;Nevados de Chillán;03:50;03:27;VT;3,2;-;4;00:23;-;Naranja;REAV Región de Ñuble, 29 octubre de 2019, 03:50 (Horario Local);;;;;;;;;
29;10;2019;29-10-2019;Región de Ñuble;Nevados de Chillán;17:30;17:07;LP y EX;-;660;0,4;00:23;Señal acústica de 28 Pa reducidos. ;Naranja;REAV Región de Ñuble, 29 octubre de 2019, 17:30 (Horario Local);;;;;;;;;
6;11;2019;06-11-2019;Región de Ñuble;Nevados de Chillán;17:15;16:41;LP y EX;-;538;0,45;00:34;Señal acustica de 1,3 Pa reducidos. La columna de gases tuvo una altura de 610m aprox.;Naranja;REAV Región de Ñuble, 06 noviembre de 2019, 17:15 (Horario Local);;;;;;;;;
18;11;2019;18-11-2019;Región de Ñuble;Nevados de Chillán;19:45;19:17;LP y EX;-;567;1,2;00:28;Señal acustica de 7,8 Pareducidos.  La columna de gases tuvo una altura de 560m aprox.;Naranja;REAV Región de Ñuble, 18 noviembre de 2019, 19:45 (Horario Local);;;;;;;;;
19;11;2019;19-11-2019;Región de Ñuble;Nevados de Chillán;08:45;08:17;LP y EX;-;517;1,5;00:28;Señal acustica de 1,8 Pa reducidos.  La columna de gases tuvo una altura de 400m aprox.;Naranja;REAV Región de Ñuble, 19 noviembre de 2019, 08:45 (Horario Local);;;;;;;;;
25;11;2019;25-11-2019;Región de Ñuble;Nevados de Chillán;14:30;14:11;LP y EX;-;1058;2;00:19;Señal acustica de 32,9 Pa reducidos. . La columna de gases tuvo una altura de 800m aprox.;Naranja;REAV Región de Ñuble, 25 noviembre de 2019, 14:30 (Horario Local);;;;;;;;;
26;11;2019;26-11-2019;Región de Ñuble;Nevados de Chillán;02:40;02:22;LP y EX;-;530;0,3;00:18;Señal acustica de 26  Pa reducidos.;Naranja;REAV Región de Ñuble, 26 noviembre de 2019, 02:40 (Horario Local);;;;;;;;;
